image_url;point;polygon
IMG_01606.png;(356, 229);[(385, 204), (387, 225), (395, 236), (405, 246), (414, 257), (421, 264), (431, 248), (439, 228), (457, 215), (474, 196), (477, 174), (481, 143), (493, 124), (505, 106), (514, 82), (524, 77), (529, 77), (538, 84), (550, 87), (543, 101), (529, 128), (512, 154), (509, 176), (508, 189), (530, 174), (539, 156), (546, 164), (537, 192), (530, 208), (527, 214), (517, 219), (506, 223), (497, 228), (487, 241), (469, 271), (452, 281), (447, 297), (447, 312), (451, 317), (460, 325), (447, 330), (420, 321), (404, 304), (384, 287), (365, 267), (362, 283), (351, 268), (341, 246), (332, 239), (331, 248), (334, 263), (336, 277), (332, 281), (314, 264), (306, 268), (301, 287), (291, 301), (283, 309), (271, 347), (269, 356), (257, 369), (242, 392), (234, 404), (227, 409), (223, 402), (237, 372), (248, 347), (243, 312), (238, 298), (237, 287), (244, 269), (245, 256), (248, 250), (258, 255), (268, 265), (292, 236), (299, 218), (304, 202), (307, 190), (313, 189), (329, 180), (340, 174), (348, 179), (359, 188), (367, 191), (378, 192), (385, 195)]
IMG_01606.png;(238, 502);[(258, 415), (241, 448), (231, 468), (218, 444), (187, 435), (186, 454), (201, 475), (219, 495), (216, 516), (218, 537), (230, 557), (249, 568), (249, 551), (268, 540), (266, 517), (261, 513), (260, 490), (276, 486), (276, 468), (266, 456), (278, 443), (279, 428), (281, 403), (268, 403)]
IMG_01606.png;(932, 660);[(1022, 627), (1011, 605), (994, 606), (873, 628), (833, 608), (823, 619), (826, 645), (816, 650), (811, 611), (786, 621), (784, 648), (767, 657), (743, 658), (739, 672), (732, 679), (724, 658), (705, 665), (710, 679), (658, 689), (671, 706), (752, 702), (937, 691), (1023, 684)]
IMG_01606.png;(274, 180);[(326, 97), (324, 107), (350, 88), (347, 74), (358, 58), (378, 36), (395, 8), (407, 4), (420, 14), (412, 30), (395, 55), (381, 73), (367, 94), (353, 114), (337, 133), (314, 158), (316, 172), (312, 192), (297, 193), (284, 210), (278, 224), (275, 224), (255, 233), (246, 220), (237, 187), (231, 208), (228, 220), (208, 216), (203, 206), (207, 187), (201, 185), (185, 210), (191, 223), (202, 230), (211, 233), (220, 254), (226, 275), (233, 292), (236, 315), (245, 332), (235, 343), (227, 352), (220, 365), (205, 356), (194, 340), (188, 325), (192, 311), (200, 305), (188, 281), (157, 256), (137, 228), (123, 194), (92, 165), (65, 150), (54, 141), (30, 112), (20, 98), (13, 84), (2, 53), (6, 51), (18, 63), (32, 78), (54, 102), (70, 112), (84, 128), (100, 141), (115, 160), (134, 176), (148, 194), (157, 212), (161, 220), (165, 211), (150, 194), (146, 183), (144, 177), (150, 175), (148, 166), (144, 154), (146, 143), (153, 136), (157, 133), (168, 147), (186, 162), (205, 158), (233, 144), (270, 128), (287, 111), (298, 100), (301, 86), (306, 73), (314, 77), (315, 91)]
IMG_01606.png;(194, 261);[(166, 223), (151, 211), (135, 184), (118, 160), (89, 134), (67, 110), (49, 97), (38, 90), (22, 80), (15, 84), (10, 92), (32, 127), (65, 158), (112, 203), (158, 260), (187, 292), (219, 324), (232, 307), (232, 295), (225, 271), (219, 241), (219, 226), (193, 239), (184, 220)]
IMG_01606.png;(707, 401);[(736, 347), (753, 354), (765, 360), (777, 371), (780, 385), (795, 382), (811, 390), (824, 387), (841, 394), (846, 398), (851, 415), (856, 426), (860, 431), (867, 427), (872, 421), (883, 422), (886, 431), (870, 450), (876, 447), (877, 462), (870, 471), (861, 480), (856, 494), (848, 502), (852, 518), (852, 531), (851, 544), (844, 544), (833, 537), (826, 524), (823, 512), (814, 506), (803, 507), (793, 498), (791, 487), (800, 481), (816, 486), (818, 478), (805, 457), (786, 436), (776, 418), (776, 400), (761, 427), (756, 440), (765, 446), (748, 442), (741, 454), (727, 451), (712, 444), (705, 444), (700, 445), (681, 437), (665, 421), (656, 411), (665, 398), (668, 387), (670, 367), (670, 352), (675, 345), (678, 344), (692, 347), (701, 353), (715, 360), (714, 352), (710, 347), (720, 346), (725, 350), (731, 346)]
IMG_01606.png;(827, 429);[(847, 385), (855, 400), (861, 422), (863, 424), (871, 414), (890, 418), (891, 430), (883, 442), (871, 468), (860, 482), (855, 498), (852, 512), (857, 527), (854, 540), (844, 544), (828, 531), (822, 518), (812, 504), (805, 502), (796, 493), (797, 487), (806, 484), (820, 484), (816, 477), (805, 463), (795, 451), (786, 440), (778, 422), (777, 413), (770, 408), (762, 430), (757, 443), (731, 453), (697, 450), (687, 445), (675, 435), (665, 422), (657, 412), (665, 397), (667, 382), (668, 363), (674, 345), (683, 335), (695, 337), (707, 354), (716, 360), (712, 352), (717, 345), (733, 357), (736, 360), (732, 347), (737, 346), (750, 356), (765, 363), (778, 373), (790, 377), (802, 376), (815, 382), (824, 381), (836, 382)]
IMG_01607.png;(497, 589);[(469, 609), (494, 628), (515, 646), (527, 641), (537, 627), (537, 599), (527, 583), (514, 560), (494, 547), (482, 554), (467, 540), (455, 521), (454, 500), (438, 492), (421, 496), (402, 501), (375, 536), (335, 555), (314, 561), (291, 548), (278, 551), (262, 561), (261, 575), (279, 590), (292, 598), (281, 604), (266, 608), (251, 620), (260, 637), (287, 637), (296, 639), (279, 651), (265, 669), (258, 709), (241, 743), (235, 764), (276, 761), (286, 741), (302, 719), (316, 711), (336, 717), (356, 709), (349, 686), (332, 672), (330, 652), (336, 630), (363, 600), (385, 586), (407, 571), (436, 584), (454, 600)]
IMG_01607.png;(589, 596);[(540, 520), (549, 550), (558, 593), (583, 642), (602, 647), (602, 637), (627, 646), (652, 644), (650, 629), (626, 617), (584, 550), (553, 521)]
IMG_01607.png;(569, 408);[(534, 390), (498, 388), (493, 357), (490, 337), (501, 319), (517, 329), (529, 352), (544, 356), (554, 374), (559, 379), (571, 379), (580, 393), (621, 426), (639, 451), (637, 457), (625, 459), (616, 455), (609, 442), (598, 433), (573, 433), (559, 430), (549, 426)]
IMG_01607.png;(804, 334);[(820, 310), (825, 319), (834, 326), (840, 331), (837, 339), (829, 338), (826, 349), (816, 359), (809, 362), (809, 375), (805, 389), (803, 395), (808, 401), (808, 402), (799, 395), (794, 397), (783, 396), (784, 384), (787, 374), (790, 363), (785, 358), (774, 353), (763, 361), (762, 356), (768, 339), (765, 323), (762, 317), (763, 306), (772, 303), (786, 304), (790, 311), (789, 298), (789, 292), (796, 284), (805, 281), (812, 279), (819, 286), (818, 296), (823, 307)]
IMG_01607.png;(714, 58);[(756, 17), (751, 28), (746, 28), (743, 39), (736, 46), (733, 55), (733, 64), (729, 72), (717, 81), (710, 87), (704, 93), (690, 93), (680, 80), (680, 73), (666, 87), (654, 96), (643, 87), (655, 67), (667, 56), (672, 47), (672, 35), (682, 23), (694, 18), (714, 19), (723, 19), (740, 11), (755, 8), (758, 8)]
IMG_01607.png;(493, 707);[(521, 646), (533, 643), (544, 652), (555, 661), (550, 667), (531, 666), (518, 678), (517, 691), (515, 706), (515, 724), (517, 735), (495, 740), (468, 748), (445, 755), (431, 744), (442, 733), (454, 722), (461, 706), (457, 696), (450, 688), (446, 673), (437, 678), (414, 678), (395, 663), (407, 651), (424, 655), (445, 650), (458, 640), (461, 634), (471, 627), (482, 630), (486, 637), (494, 641), (507, 642)]
IMG_01607.png;(588, 129);[(539, 155), (589, 150), (602, 152), (610, 152), (617, 127), (637, 102), (630, 92), (600, 102), (585, 115), (563, 118), (538, 149)]
IMG_01607.png;(268, 301);[(454, 207), (463, 186), (484, 183), (500, 196), (517, 187), (543, 166), (566, 160), (567, 185), (545, 210), (520, 238), (490, 265), (474, 278), (468, 291), (425, 295), (391, 314), (372, 327), (326, 345), (302, 357), (286, 363), (292, 368), (304, 374), (302, 382), (286, 392), (275, 408), (302, 400), (346, 380), (366, 367), (366, 387), (347, 407), (318, 422), (293, 444), (266, 466), (238, 491), (226, 565), (224, 627), (216, 661), (205, 681), (195, 702), (185, 714), (168, 702), (113, 714), (98, 726), (68, 738), (54, 728), (30, 726), (12, 716), (5, 714), (10, 642), (24, 626), (40, 617), (52, 615), (82, 607), (92, 614), (103, 608), (125, 598), (142, 580), (150, 560), (150, 545), (148, 527), (163, 506), (176, 495), (187, 483), (184, 467), (163, 453), (153, 437), (171, 420), (191, 406), (193, 396), (177, 377), (174, 361), (182, 346), (192, 338), (194, 325), (158, 303), (38, 188), (30, 167), (31, 154), (18, 147), (5, 157), (4, 156), (0, 86), (11, 90), (20, 91), (35, 104), (63, 107), (67, 113), (60, 127), (70, 132), (84, 161), (96, 162), (106, 155), (112, 165), (108, 177), (126, 194), (154, 215), (176, 235), (205, 246), (221, 252), (225, 268), (243, 261), (243, 242), (252, 235), (278, 240), (297, 253), (318, 256), (338, 241), (357, 234), (381, 228), (390, 238), (402, 236), (428, 223)]
IMG_01607.png;(178, 618);[(365, 241), (395, 234), (402, 242), (423, 220), (455, 211), (471, 190), (478, 184), (486, 192), (500, 194), (530, 181), (550, 167), (571, 161), (556, 153), (535, 148), (538, 144), (565, 121), (591, 103), (604, 94), (626, 91), (635, 106), (626, 122), (617, 144), (602, 160), (593, 162), (580, 176), (545, 195), (531, 218), (508, 238), (470, 272), (465, 278), (474, 287), (432, 298), (418, 301), (407, 298), (384, 314), (361, 328), (324, 348), (297, 360), (290, 367), (298, 373), (302, 383), (277, 400), (280, 406), (306, 397), (344, 380), (358, 380), (361, 397), (323, 420), (258, 461), (247, 498), (233, 524), (220, 585), (214, 643), (197, 673), (192, 692), (184, 706), (181, 718), (170, 710), (164, 703), (150, 702), (131, 703), (117, 702), (107, 716), (90, 720), (82, 741), (68, 750), (58, 744), (58, 742), (54, 731), (31, 721), (14, 715), (1, 707), (4, 648), (7, 643), (17, 632), (50, 621), (65, 616), (85, 611), (87, 621), (98, 618), (118, 610), (134, 591), (150, 568), (161, 550), (162, 537), (152, 530), (190, 493), (191, 484), (182, 467), (167, 458), (175, 438), (182, 422), (190, 413), (185, 393), (173, 358), (185, 342), (201, 328), (196, 323), (183, 314), (168, 308), (157, 302), (151, 296), (141, 296), (115, 266), (107, 255), (91, 251), (75, 227), (58, 205), (34, 167), (32, 141), (15, 137), (3, 160), (1, 90), (10, 91), (26, 98), (36, 104), (58, 101), (63, 108), (63, 118), (53, 127), (75, 132), (85, 147), (94, 165), (117, 166), (117, 177), (132, 201), (145, 212), (157, 224), (191, 248), (208, 247), (220, 242), (222, 254), (228, 262), (238, 263), (243, 247), (261, 228), (271, 232), (283, 241), (298, 246), (314, 252), (334, 246), (343, 244)]
IMG_01608.png;(213, 728);[(237, 688), (246, 700), (247, 706), (240, 713), (252, 714), (258, 711), (267, 714), (268, 730), (263, 745), (261, 754), (256, 763), (241, 765), (219, 763), (209, 755), (207, 737), (198, 751), (193, 761), (174, 758), (153, 765), (153, 750), (145, 748), (159, 748), (169, 749), (171, 737), (166, 724), (165, 718), (164, 712), (160, 707), (158, 703), (158, 695), (165, 694), (167, 692), (170, 681), (176, 664), (187, 669), (193, 677), (209, 694), (216, 696), (231, 685)]
IMG_01608.png;(150, 59);[(100, 126), (168, 76), (192, 72), (198, 62), (186, 56), (174, 31), (158, 40), (156, 21), (149, 21), (135, 42), (115, 83), (100, 96), (94, 124)]
IMG_01608.png;(795, 208);[(799, 171), (811, 183), (814, 206), (814, 225), (806, 242), (798, 253), (786, 273), (772, 285), (762, 274), (770, 261), (774, 244), (774, 230), (774, 215), (763, 202), (763, 182), (770, 165), (786, 163)]
IMG_01608.png;(798, 306);[(749, 375), (718, 401), (707, 419), (733, 422), (754, 417), (779, 388), (793, 352), (817, 305), (833, 292), (850, 290), (852, 270), (863, 246), (885, 220), (898, 183), (902, 160), (890, 142), (848, 166), (841, 176), (844, 197), (852, 224), (834, 244), (804, 256), (781, 284), (762, 304), (764, 335), (762, 353)]
IMG_01608.png;(380, 624);[(453, 574), (452, 595), (447, 616), (428, 629), (409, 650), (388, 666), (364, 687), (349, 683), (350, 670), (339, 684), (325, 698), (318, 713), (300, 734), (311, 762), (300, 766), (290, 756), (274, 744), (267, 730), (274, 699), (271, 692), (248, 706), (236, 698), (216, 681), (208, 644), (219, 629), (244, 623), (281, 620), (306, 621), (320, 622), (345, 613), (362, 603), (371, 594), (356, 590), (353, 580), (363, 568), (353, 561), (366, 551), (377, 546), (393, 549), (407, 560), (412, 566), (426, 567), (438, 567)]
IMG_01608.png;(158, 614);[(206, 577), (196, 543), (174, 562), (154, 564), (129, 552), (126, 540), (99, 543), (82, 564), (88, 587), (74, 586), (50, 563), (37, 554), (18, 554), (21, 572), (34, 594), (55, 604), (65, 614), (61, 628), (80, 651), (75, 661), (58, 637), (32, 632), (17, 652), (3, 659), (2, 687), (10, 692), (14, 706), (7, 721), (1, 721), (1, 763), (31, 761), (40, 745), (53, 718), (65, 699), (75, 703), (98, 693), (112, 673), (116, 649), (117, 619), (131, 641), (147, 661), (158, 665), (178, 664), (192, 650), (194, 621), (206, 657), (227, 671), (216, 688), (233, 697), (248, 698), (261, 710), (276, 747), (296, 767), (320, 767), (305, 742), (329, 708), (341, 686), (357, 697), (384, 682), (397, 663), (423, 649), (442, 627), (453, 598), (448, 574), (419, 555), (395, 552), (379, 548), (356, 557), (339, 575), (343, 593), (324, 615), (311, 615), (285, 611), (282, 599), (289, 580), (295, 564), (297, 542), (296, 520), (295, 497), (293, 488), (272, 491), (265, 508), (247, 521), (238, 542), (222, 547)]
IMG_01609.png;(44, 666);[(83, 610), (102, 586), (111, 565), (115, 606), (123, 628), (145, 673), (158, 688), (148, 693), (117, 693), (76, 696), (47, 697), (15, 697), (11, 698), (3, 698), (5, 684), (6, 624), (16, 628), (48, 622), (65, 614), (75, 613)]
IMG_01609.png;(248, 652);[(270, 655), (283, 630), (275, 619), (241, 612), (219, 623), (211, 635), (198, 640), (196, 650), (209, 673), (216, 672), (245, 675), (262, 678), (279, 679), (295, 670), (278, 659)]
IMG_01609.png;(70, 535);[(49, 523), (44, 537), (68, 563), (72, 557), (79, 558), (93, 532), (88, 524), (90, 503), (76, 494), (64, 513), (59, 513), (44, 503), (38, 512)]
IMG_01609.png;(241, 499);[(236, 402), (210, 411), (199, 412), (189, 400), (173, 403), (171, 415), (178, 429), (184, 442), (177, 445), (170, 464), (183, 480), (185, 490), (188, 512), (196, 530), (199, 552), (218, 559), (228, 547), (239, 533), (252, 544), (260, 545), (279, 541), (282, 524), (284, 507), (286, 488), (270, 488), (260, 482), (260, 467), (248, 450), (237, 439), (247, 429), (251, 416), (251, 400)]
IMG_01610.png;(299, 207);[(326, 175), (328, 191), (337, 195), (341, 202), (341, 216), (340, 222), (332, 231), (327, 241), (316, 244), (303, 247), (285, 245), (276, 242), (275, 236), (277, 227), (273, 220), (267, 214), (257, 203), (263, 193), (277, 188), (300, 186), (305, 180), (308, 173), (306, 163), (295, 156), (302, 148), (318, 140), (326, 136), (331, 147), (324, 158)]
IMG_01610.png;(256, 331);[(239, 329), (250, 294), (269, 278), (271, 276), (275, 285), (278, 295), (282, 302), (270, 338), (264, 341), (278, 351), (280, 369), (278, 392), (267, 407), (264, 427), (254, 438), (241, 443), (234, 442), (234, 426), (245, 407), (253, 391), (251, 374), (236, 387), (228, 385), (231, 365), (237, 361), (232, 344)]
IMG_01610.png;(560, 195);[(607, 150), (589, 168), (582, 190), (564, 246), (557, 254), (545, 244), (537, 222), (529, 210), (523, 189), (539, 164), (586, 134), (607, 136)]
IMG_01610.png;(532, 89);[(519, 109), (518, 109), (514, 100), (512, 98), (511, 90), (513, 84), (516, 80), (521, 74), (530, 73), (535, 82), (537, 77), (541, 68), (541, 50), (541, 47), (545, 42), (560, 32), (560, 32), (556, 42), (555, 44), (561, 53), (562, 64), (561, 75), (556, 86), (550, 98), (533, 108), (531, 113), (521, 115)]
IMG_01610.png;(752, 212);[(772, 227), (775, 188), (782, 146), (772, 142), (753, 188), (752, 172), (720, 196), (710, 209), (672, 220), (657, 236), (653, 255), (672, 260), (690, 255), (686, 286), (697, 292), (705, 295), (722, 284), (725, 300), (732, 306), (739, 297), (750, 275), (755, 253), (719, 234), (740, 226), (752, 247), (766, 247), (768, 242)]
IMG_01610.png;(735, 504);[(766, 471), (752, 485), (742, 496), (750, 503), (760, 505), (760, 510), (745, 521), (740, 531), (734, 543), (725, 547), (721, 542), (721, 527), (713, 510), (713, 496), (707, 487), (701, 483), (708, 473), (721, 471), (742, 466), (751, 464), (758, 461), (763, 460), (768, 462)]
IMG_01610.png;(553, 558);[(575, 495), (573, 524), (573, 538), (580, 556), (581, 570), (571, 586), (555, 605), (542, 616), (545, 622), (554, 625), (553, 647), (553, 655), (536, 653), (524, 647), (513, 658), (493, 672), (482, 657), (486, 646), (500, 635), (512, 623), (528, 608), (541, 595), (538, 580), (528, 584), (520, 593), (516, 588), (512, 572), (520, 556), (535, 538), (548, 520), (558, 505), (577, 483)]
IMG_01610.png;(210, 453);[(236, 431), (236, 443), (234, 464), (230, 477), (227, 480), (211, 485), (203, 478), (190, 491), (173, 488), (171, 484), (180, 460), (191, 446), (193, 435), (212, 431), (224, 431)]
IMG_01610.png;(918, 534);[(878, 562), (886, 565), (892, 561), (907, 569), (925, 551), (944, 480), (921, 492), (918, 504), (901, 515), (892, 521), (885, 537), (875, 552)]
IMG_01611.png;(97, 146);[(99, 38), (94, 50), (88, 66), (86, 88), (93, 88), (98, 100), (97, 107), (88, 109), (72, 120), (58, 131), (47, 152), (42, 167), (32, 173), (18, 185), (14, 209), (24, 221), (18, 247), (22, 260), (48, 249), (52, 225), (56, 211), (73, 195), (87, 191), (107, 179), (120, 160), (139, 132), (149, 113), (156, 109), (172, 115), (191, 114), (203, 100), (200, 90), (213, 66), (219, 42), (215, 32), (204, 27), (188, 51), (184, 39), (169, 36), (169, 29), (180, 21), (160, 15), (137, 25), (121, 27)]
IMG_01611.png;(248, 93);[(254, 42), (271, 63), (281, 91), (257, 108), (241, 133), (224, 150), (220, 165), (217, 171), (199, 170), (178, 172), (168, 150), (161, 141), (169, 132), (184, 132), (198, 124), (213, 103), (226, 84), (222, 67), (236, 27), (246, 28)]
IMG_01611.png;(312, 159);[(321, 342), (319, 300), (318, 242), (324, 216), (322, 182), (348, 200), (358, 168), (357, 149), (349, 145), (341, 141), (333, 126), (320, 66), (292, 75), (283, 111), (270, 138), (269, 183), (270, 257), (273, 281), (260, 293), (256, 331), (255, 338), (264, 353), (277, 359), (290, 366), (302, 366), (323, 354)]
IMG_01611.png;(403, 294);[(340, 241), (336, 262), (347, 264), (349, 274), (348, 295), (350, 307), (408, 325), (440, 331), (480, 323), (475, 309), (463, 304), (457, 301), (455, 285), (447, 274), (431, 285), (413, 280), (408, 257), (388, 256), (379, 257), (364, 252), (365, 242), (367, 234), (345, 235)]
IMG_01611.png;(699, 336);[(697, 370), (689, 358), (681, 350), (677, 343), (674, 327), (677, 312), (689, 310), (690, 309), (680, 295), (678, 292), (678, 281), (684, 276), (690, 270), (706, 265), (713, 273), (725, 281), (726, 289), (731, 301), (732, 309), (731, 311), (715, 319), (715, 325), (721, 336), (721, 348), (721, 354), (724, 356), (732, 371), (732, 385), (732, 386), (727, 389), (724, 389), (714, 379), (705, 370)]
IMG_01611.png;(631, 456);[(595, 448), (602, 454), (614, 457), (623, 459), (628, 461), (631, 464), (636, 467), (638, 469), (642, 472), (645, 477), (650, 481), (659, 485), (666, 489), (670, 489), (670, 489), (672, 482), (677, 470), (678, 461), (664, 457), (661, 454), (662, 442), (656, 439), (640, 436), (634, 434), (628, 432), (622, 427), (617, 423), (605, 422), (598, 425), (588, 421), (571, 411), (571, 420), (570, 426), (565, 431), (550, 436), (552, 440), (559, 447), (566, 455), (574, 459), (578, 459), (578, 459), (576, 451), (570, 440), (570, 436), (575, 434), (578, 434), (583, 439), (589, 443), (598, 449)]
IMG_01611.png;(576, 348);[(539, 334), (543, 323), (550, 313), (559, 309), (566, 310), (575, 315), (583, 320), (589, 325), (597, 334), (605, 329), (616, 330), (628, 333), (634, 338), (649, 344), (663, 356), (660, 360), (650, 353), (640, 350), (633, 351), (628, 352), (627, 354), (620, 360), (607, 362), (594, 360), (579, 362), (565, 357), (557, 350), (550, 345), (545, 340), (539, 334)]
IMG_01611.png;(902, 351);[(938, 306), (962, 300), (976, 295), (987, 304), (1003, 315), (1015, 316), (1014, 332), (1004, 340), (993, 348), (984, 351), (971, 360), (962, 373), (955, 384), (946, 385), (943, 375), (942, 354), (937, 353), (923, 363), (913, 381), (911, 392), (897, 400), (875, 410), (861, 423), (856, 436), (854, 440), (838, 443), (844, 422), (853, 401), (863, 378), (861, 368), (852, 367), (844, 360), (856, 348), (868, 335), (881, 318), (893, 305), (902, 305), (913, 306), (930, 307)]
IMG_01612.png;(241, 192);[(286, 157), (303, 168), (326, 173), (344, 189), (367, 211), (388, 233), (394, 246), (358, 241), (327, 212), (309, 197), (290, 193), (286, 200), (292, 208), (279, 211), (249, 226), (228, 225), (209, 225), (199, 197), (193, 174), (202, 153), (215, 143), (235, 147), (262, 152), (272, 156)]
IMG_01612.png;(52, 103);[(1, 150), (19, 154), (19, 163), (33, 156), (33, 144), (60, 127), (72, 134), (93, 149), (101, 149), (87, 127), (91, 120), (111, 114), (124, 109), (134, 93), (123, 75), (111, 64), (77, 80), (78, 59), (79, 51), (62, 46), (51, 55), (44, 49), (20, 42), (10, 46), (8, 73), (17, 82), (15, 96), (8, 105), (1, 107)]
IMG_01612.png;(80, 374);[(25, 425), (39, 431), (52, 430), (64, 421), (73, 410), (81, 400), (91, 388), (95, 385), (107, 376), (122, 364), (127, 360), (132, 350), (130, 332), (122, 325), (112, 337), (102, 351), (101, 352), (100, 353), (96, 353), (85, 345), (81, 345), (68, 353), (73, 370), (74, 380), (69, 390), (54, 397), (47, 405), (42, 410), (37, 420)]
IMG_01612.png;(600, 608);[(630, 590), (628, 597), (622, 612), (614, 622), (596, 634), (588, 641), (580, 650), (568, 650), (565, 643), (571, 628), (571, 621), (571, 616), (561, 616), (542, 617), (527, 626), (514, 631), (511, 631), (506, 623), (527, 608), (537, 601), (554, 588), (566, 586), (580, 583), (592, 577), (610, 574), (624, 577), (641, 578)]
IMG_01612.png;(493, 705);[(536, 653), (528, 665), (515, 692), (508, 711), (513, 725), (510, 736), (501, 738), (488, 741), (471, 734), (457, 730), (448, 731), (445, 737), (443, 738), (433, 724), (435, 717), (451, 706), (461, 705), (472, 704), (481, 692), (490, 678), (496, 672), (506, 667), (512, 657), (514, 647), (526, 635), (532, 636), (530, 645)]
IMG_01612.png;(360, 671);[(350, 657), (360, 646), (363, 644), (367, 652), (371, 657), (381, 657), (393, 654), (405, 650), (411, 658), (414, 661), (418, 661), (424, 661), (419, 680), (412, 686), (407, 677), (405, 673), (394, 680), (380, 684), (372, 689), (367, 689), (359, 683), (354, 681), (346, 675), (336, 666), (324, 669), (336, 650), (344, 650)]
IMG_01612.png;(688, 371);[(713, 357), (713, 346), (687, 339), (643, 361), (627, 375), (650, 374), (646, 380), (640, 384), (635, 380), (614, 391), (624, 406), (643, 402), (681, 395), (701, 396), (727, 384)]
IMG_01612.png;(917, 276);[(928, 242), (945, 247), (946, 262), (954, 268), (971, 282), (978, 288), (1002, 293), (1014, 297), (1022, 295), (1021, 312), (1012, 321), (978, 327), (966, 333), (943, 325), (923, 324), (912, 311), (895, 296), (877, 286), (840, 270), (831, 264), (830, 251), (845, 240), (851, 233), (866, 234), (884, 232), (905, 223), (926, 224)]
IMG_01612.png;(915, 531);[(976, 472), (990, 471), (995, 491), (990, 500), (980, 508), (967, 521), (957, 530), (943, 543), (934, 557), (936, 567), (931, 582), (922, 586), (901, 574), (892, 565), (886, 556), (864, 548), (861, 543), (870, 520), (877, 510), (896, 500), (905, 498), (913, 484), (922, 480), (928, 488), (940, 481), (955, 473)]
IMG_01613.png;(229, 392);[(215, 450), (238, 453), (256, 441), (272, 430), (267, 416), (282, 408), (289, 384), (286, 368), (298, 357), (311, 352), (311, 332), (337, 300), (322, 289), (301, 293), (294, 305), (286, 326), (280, 303), (277, 270), (277, 252), (287, 230), (289, 205), (278, 192), (257, 209), (244, 205), (240, 190), (222, 192), (209, 206), (196, 218), (208, 234), (213, 244), (206, 270), (200, 289), (214, 296), (201, 314), (198, 320), (194, 338), (189, 358), (190, 372), (186, 386), (184, 408), (190, 430), (164, 426), (145, 423), (130, 438), (126, 454), (118, 467), (100, 476), (80, 479), (65, 476), (59, 466), (44, 479), (44, 500), (32, 530), (12, 551), (0, 550), (0, 664), (64, 715), (80, 700), (76, 687), (56, 676), (60, 666), (77, 651), (95, 628), (102, 616), (118, 605), (133, 587), (152, 578), (154, 597), (152, 611), (147, 628), (154, 607), (181, 595), (188, 577), (200, 557), (190, 546), (188, 517), (192, 492), (202, 469), (200, 451)]
IMG_01613.png;(457, 323);[(392, 339), (351, 337), (353, 320), (332, 325), (329, 317), (333, 304), (342, 296), (348, 268), (356, 265), (360, 265), (384, 222), (400, 225), (410, 252), (409, 263), (415, 248), (419, 237), (412, 219), (416, 208), (431, 200), (447, 197), (439, 176), (446, 167), (455, 169), (477, 175), (488, 225), (501, 225), (498, 189), (512, 194), (531, 213), (530, 251), (513, 255), (526, 309), (534, 320), (537, 330), (519, 335), (508, 358), (507, 410), (523, 420), (516, 432), (501, 436), (496, 428), (476, 428), (478, 420), (488, 418), (434, 404), (425, 412), (396, 418), (369, 403), (377, 365)]
IMG_01613.png;(394, 163);[(357, 102), (371, 116), (377, 126), (376, 144), (375, 161), (368, 177), (370, 187), (370, 193), (376, 203), (381, 205), (394, 206), (403, 208), (404, 208), (411, 199), (409, 180), (412, 163), (412, 150), (409, 145), (405, 139), (399, 133), (397, 127), (408, 118), (412, 129), (416, 143), (420, 150), (427, 152), (433, 154), (442, 155), (449, 155), (462, 154), (469, 156), (471, 157), (476, 156), (487, 155), (492, 152), (493, 150), (485, 142), (481, 140), (474, 132), (468, 124), (462, 124), (458, 128), (447, 122), (435, 117), (425, 106), (415, 101), (408, 100), (400, 94), (395, 90), (383, 81), (371, 71), (361, 69), (358, 69), (352, 78), (348, 86), (342, 95), (337, 111), (335, 116), (326, 131), (321, 145), (326, 153), (330, 144), (337, 131), (340, 125), (342, 118), (347, 109), (352, 100)]
IMG_01613.png;(678, 109);[(631, 9), (637, 27), (644, 40), (662, 42), (669, 40), (682, 51), (684, 68), (682, 80), (670, 78), (647, 78), (637, 90), (626, 98), (611, 80), (602, 68), (586, 91), (586, 106), (579, 132), (578, 158), (592, 170), (606, 167), (632, 147), (650, 131), (670, 135), (689, 143), (704, 124), (718, 115), (736, 115), (752, 95), (770, 88), (777, 69), (750, 62), (737, 65), (719, 59), (707, 51), (707, 36), (700, 18), (686, 14), (679, 1)]
IMG_01613.png;(695, 199);[(662, 207), (653, 167), (665, 146), (703, 148), (721, 163), (714, 192), (770, 208), (791, 220), (786, 230), (743, 234), (730, 224), (691, 230), (662, 238), (650, 210)]
IMG_01613.png;(804, 286);[(744, 281), (740, 266), (745, 262), (750, 255), (761, 259), (766, 265), (777, 267), (789, 268), (793, 268), (801, 269), (808, 269), (821, 270), (829, 271), (840, 281), (850, 287), (859, 292), (867, 299), (867, 300), (865, 304), (857, 305), (852, 307), (842, 310), (836, 310), (823, 311), (809, 309), (801, 307), (791, 305), (777, 300), (773, 297), (763, 292), (751, 287), (747, 286)]
